date,close
2025-07-08,156.50
2025-07-09,158.61
2025-07-10,156.37
2025-07-11,152.08
2025-07-14,149.95
2025-07-15,155.70
2025-07-16,155.77
2025-07-17,158.82
2025-07-18,158.75
2025-07-21,157.98
2025-07-22,159.27
2025-07-23,158.93
2025-07-24,154.21
2025-07-25,155.57
2025-07-28,161.24
2025-07-29,163.14
2025-07-30,166.94
2025-07-31,166.61
2025-08-01,167.80
2025-08-04,168.90
2025-08-05,173.82
2025-08-06,177.48
2025-08-07,170.95
2025-08-08,175.12
2025-08-11,173.99
2025-08-12,174.67
2025-08-13,169.67
2025-08-14,172.38
2025-08-15,173.02
2025-08-18,172.33
2025-08-19,174.21
2025-08-20,178.09
2025-08-21,183.34
2025-08-22,188.96
2025-08-25,192.21
2025-08-26,191.06
2025-08-27,186.83
2025-08-28,188.92
2025-08-29,188.07
2025-09-01,192.90
2025-09-02,194.07
2025-09-03,197.40
2025-09-04,192.63
2025-09-05,194.71
2025-09-08,191.97
2025-09-09,191.49
2025-09-10,191.91
2025-09-11,194.03
2025-09-12,194.59
2025-09-15,193.06
2025-09-16,192.93
2025-09-17,190.24
2025-09-18,189.10
2025-09-19,195.42
