date,close
2025-07-18,212.40
2025-07-21,210.03
2025-07-22,206.42
2025-07-23,201.92
2025-07-24,200.49
2025-07-25,202.38
2025-07-28,199.35
2025-07-29,200.28
2025-07-30,199.07
2025-07-31,196.06
2025-08-01,197.97
2025-08-04,191.23
2025-08-05,193.70
2025-08-06,182.90
2025-08-07,182.33
2025-08-08,183.79
2025-08-11,182.66
2025-08-12,182.61
2025-08-13,183.60
2025-08-14,183.80
2025-08-15,183.36
2025-08-18,185.46
2025-08-19,184.15
2025-08-20,183.29
2025-08-21,184.25
2025-08-22,183.15
2025-08-25,186.84
2025-08-26,193.27
2025-08-27,195.70
2025-08-28,195.11
2025-08-29,191.87
2025-09-01,192.94
2025-09-02,191.90
2025-09-03,195.61
2025-09-04,197.13
2025-09-05,202.92
2025-09-08,199.31
2025-09-09,197.22
2025-09-10,193.07
2025-09-11,194.69
2025-09-12,191.23
2025-09-15,198.40
2025-09-16,200.08
2025-09-17,201.83
2025-09-18,205.90
2025-09-19,204.89
