date,close
2025-09-05,326.85
2025-09-08,327.19
2025-09-09,331.90
2025-09-10,330.38
2025-09-11,322.75
2025-09-12,321.80
2025-09-15,326.17
2025-09-16,320.54
2025-09-17,323.14
2025-09-18,317.95
2025-09-19,308.42
