date,close
2025-05-29,118.50
2025-05-30,120.49
2025-06-02,127.37
2025-06-03,126.65
2025-06-04,123.63
2025-06-05,122.40
2025-06-06,121.25
2025-06-09,118.86
2025-06-10,116.96
2025-06-11,117.27
2025-06-12,117.00
2025-06-13,116.20
2025-06-16,114.35
2025-06-17,118.97
2025-06-18,120.00
2025-06-19,126.54
2025-06-20,130.04
2025-06-23,129.85
2025-06-24,131.13
2025-06-25,131.58
2025-06-26,132.46
2025-06-27,134.88
2025-06-30,138.75
2025-07-01,142.19
2025-07-02,141.01
2025-07-03,142.74
2025-07-04,145.64
2025-07-07,146.59
2025-07-08,148.23
2025-07-09,148.45
2025-07-10,143.23
2025-07-11,139.36
2025-07-14,140.97
2025-07-15,145.62
2025-07-16,145.85
2025-07-17,146.17
2025-07-18,150.93
2025-07-21,147.61
2025-07-22,149.48
2025-07-23,150.42
2025-07-24,151.29
2025-07-25,158.55
2025-07-28,154.55
2025-07-29,158.58
2025-07-30,155.93
2025-07-31,157.32
2025-08-01,157.93
2025-08-04,153.83
2025-08-05,153.52
2025-08-06,157.79
2025-08-07,156.30
2025-08-08,150.97
2025-08-11,149.25
2025-08-12,145.64
2025-08-13,144.77
2025-08-14,144.22
2025-08-15,148.76
2025-08-18,147.36
2025-08-19,146.89
2025-08-20,151.60
2025-08-21,148.59
2025-08-22,145.79
2025-08-25,143.23
2025-08-26,146.01
2025-08-27,145.14
2025-08-28,143.67
2025-08-29,142.40
2025-09-01,142.50
2025-09-02,147.70
2025-09-03,151.94
2025-09-04,156.76
2025-09-05,161.70
2025-09-08,158.42
2025-09-09,159.28
2025-09-10,157.71
2025-09-11,160.69
2025-09-12,157.93
2025-09-15,160.99
2025-09-16,158.15
2025-09-17,163.47
2025-09-18,163.92
2025-09-19,166.61
